TaskID,ProjectID,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13
TK000421,PJ0044,19379.59,18108.8,16838.01,15567.21,14296.42,13025.63,11754.83,10484.04,9213.25,7942.46,6671.66,5400.87,4130.08
TK000422,PJ0044,1006.43,1601.14,2195.85,2790.56,3385.27,3979.98,4574.69,3979.98,3385.27,2790.56,2195.85,1601.14,1006.46
TK000423,PJ0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000424,PJ0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000425,PJ0045,121993.34,121993.34,121993.34,121993.34,121993.34,121993.34,121993.34,121993.34,121993.34,121993.34,121993.34,121993.34,121993.38
TK000426,PJ0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000427,PJ0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000428,PJ0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000429,PJ0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000430,PJ0046,1211.2,1926.91,2642.62,3358.33,4074.04,4789.75,5505.47,4789.75,4074.04,3358.33,2642.62,1926.91,1211.24
TK000431,PJ0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000432,PJ0046,153999.5,153999.5,153999.5,153999.5,153999.5,153999.5,153999.5,153999.5,153999.5,153999.5,153999.5,153999.5,153999.46
TK000433,PJ0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000434,PJ0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000435,PJ0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000436,PJ0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000437,PJ0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000438,PJ0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000439,PJ0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000440,PJ0047,6774.15,6329.94,5885.74,5441.53,4997.32,4553.12,4108.91,3664.7,3220.5,2776.29,2332.08,1887.88,1443.69
TK000441,PJ0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000442,PJ0047,3634.57,5782.27,7929.97,10077.67,12225.38,14373.08,16520.78,14373.08,12225.38,10077.67,7929.97,5782.27,3634.58
TK000443,PJ0047,32.75,42.11,51.47,60.83,70.19,79.55,88.91,98.26,107.62,116.98,126.34,135.7,145.07
TK000444,PJ0047,26742.52,42544.92,58347.31,74149.71,89952.11,105754.51,121556.9,105754.51,89952.11,74149.71,58347.31,42544.92,26742.51
TK000445,PJ0048,5827.06,5444.96,5062.85,4680.75,4298.65,3916.55,3534.45,3152.34,2770.24,2388.14,2006.04,1623.93,1241.83
TK000446,PJ0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000447,PJ0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000448,PJ0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000449,PJ0048,282831.11,449958.58,617086.05,784213.53,951341.0,1118468.47,1285595.95,1118468.47,951341.0,784213.53,617086.05,449958.58,282831.11
TK000450,PJ0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000451,PJ0048,31445.12,40429.44,49413.76,58398.09,67382.41,76366.73,85351.05,94335.37,103319.69,112304.01,121288.33,130272.65,139256.98
TK000452,PJ0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000453,PJ0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000454,PJ0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000455,PJ0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000456,PJ0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000457,PJ0049,3577.42,5691.35,7805.28,9919.21,12033.13,14147.06,16260.99,14147.06,12033.13,9919.21,7805.28,5691.35,3577.41
TK000458,PJ0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000459,PJ0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000460,PJ0050,29.98,38.54,47.11,55.67,64.24,72.8,81.37,89.93,98.5,107.06,115.63,124.19,132.74
TK000461,PJ0050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000462,PJ0050,2116.69,2721.46,3326.23,3931.0,4535.77,5140.54,5745.31,6350.08,6954.85,7559.62,8164.39,8769.16,9373.93
TK000463,PJ0050,14473.84,23026.56,31579.28,40132.0,48684.72,57237.44,65790.16,57237.44,48684.72,40132.0,31579.28,23026.56,14473.83
TK000464,PJ0050,430.27,430.27,430.27,430.27,430.27,430.27,430.27,430.27,430.27,430.27,430.27,430.27,430.28
TK000465,PJ0050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000466,PJ0050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000467,PJ0050,1516242.58,1416816.84,1317391.1,1217965.35,1118539.61,1019113.87,919688.12,820262.38,720836.64,621410.89,521985.15,422559.41,323133.66
TK000468,PJ0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000469,PJ0051,44351.21,44351.21,44351.21,44351.21,44351.21,44351.21,44351.21,44351.21,44351.21,44351.21,44351.21,44351.21,44351.24
TK000470,PJ0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000471,PJ0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000472,PJ0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000473,PJ0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000474,PJ0051,2249.82,2892.62,3535.43,4178.23,4821.04,5463.84,6106.65,6749.45,7392.26,8035.06,8677.87,9320.67,9963.47
TK000475,PJ0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000476,PJ0051,2036.16,3239.35,4442.53,5645.72,6848.91,8052.09,9255.28,8052.09,6848.91,5645.72,4442.53,3239.35,2036.16
TK000477,PJ0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000478,PJ0051,3392.01,5396.38,7400.75,9405.12,11409.5,13413.87,15418.24,13413.87,11409.5,9405.12,7400.75,5396.38,3392.02
TK000479,PJ0052,158.04,251.42,344.81,438.19,531.58,624.96,718.34,624.96,531.58,438.19,344.81,251.42,158.02
TK000480,PJ0052,11035.0,11035.0,11035.0,11035.0,11035.0,11035.0,11035.0,11035.0,11035.0,11035.0,11035.0,11035.0,11035.04
TK000481,PJ0052,20703.73,26619.08,32534.43,38449.78,44365.13,50280.48,56195.83,62111.18,68026.53,73941.88,79857.23,85772.58,91687.94
TK000482,PJ0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000483,PJ0052,8124.57,10445.87,12767.18,15088.48,17409.79,19731.09,22052.4,24373.7,26695.01,29016.31,31337.62,33658.93,35980.24
TK000484,PJ0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000485,PJ0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000486,PJ0052,10611.98,16882.7,23153.41,29424.13,35694.84,41965.56,48236.27,41965.56,35694.84,29424.13,23153.41,16882.7,10611.97
