EventID,ServiceID,Reason,ReasonGroup,DelayMinutes
DE001261,SV01088,Rolling stock,Fleet,46
DE001262,SV01088,Weather,External,38
DE001263,SV01089,Weather,External,35
DE001264,SV01090,Track fault,Infrastructure,10
DE001265,SV01090,Track fault,Infrastructure,24
DE001266,SV01093,Signal failure,Infrastructure,8
DE001267,SV01095,Signal failure,Infrastructure,12
DE001268,SV01095,Track fault,Infrastructure,2
DE001269,SV01096,Passenger incident,External,34
DE001270,SV01097,Weather,External,18
DE001271,SV01097,Congestion,Network,9
DE001272,SV01098,Staffing,Operations,20
DE001273,SV01098,Weather,External,10
DE001274,SV01099,Congestion,Network,47
DE001275,SV01100,Congestion,Network,2
DE001276,SV01100,Points failure,Infrastructure,1
DE001277,SV01101,Track fault,Infrastructure,7
DE001278,SV01101,Weather,External,23
DE001279,SV01102,Passenger incident,External,12
DE001280,SV01103,Signal failure,Infrastructure,3
DE001281,SV01103,Points failure,Infrastructure,3
DE001282,SV01104,Congestion,Network,25
DE001283,SV01105,Rolling stock,Fleet,5
DE001284,SV01105,Track fault,Infrastructure,2
DE001285,SV01107,Weather,External,19
DE001286,SV01107,Signal failure,Infrastructure,5
DE001287,SV01108,Signal failure,Infrastructure,42
DE001288,SV01108,Signal failure,Infrastructure,14
DE001289,SV01109,Staffing,Operations,3
DE001290,SV01109,Points failure,Infrastructure,7
DE001291,SV01110,Signal failure,Infrastructure,17
DE001292,SV01111,Signal failure,Infrastructure,2
DE001293,SV01111,Passenger incident,External,11
DE001294,SV01114,Points failure,Infrastructure,27
DE001295,SV01115,Staffing,Operations,21
DE001296,SV01115,Track fault,Infrastructure,30
DE001297,SV01116,Congestion,Network,2
DE001298,SV01116,Passenger incident,External,1
DE001299,SV01117,Points failure,Infrastructure,21
DE001300,SV01118,Passenger incident,External,16
DE001301,SV01118,Congestion,Network,15
DE001302,SV01119,Congestion,Network,1
DE001303,SV01119,Weather,External,19
DE001304,SV01121,Signal failure,Infrastructure,4
DE001305,SV01122,Congestion,Network,39
DE001306,SV01124,Points failure,Infrastructure,8
DE001307,SV01124,Rolling stock,Fleet,24
DE001308,SV01125,Weather,External,6
DE001309,SV01126,Signal failure,Infrastructure,3
DE001310,SV01126,Signal failure,Infrastructure,1
DE001311,SV01128,Signal failure,Infrastructure,4
DE001312,SV01128,Signal failure,Infrastructure,13
DE001313,SV01129,Congestion,Network,17
DE001314,SV01129,Track fault,Infrastructure,35
DE001315,SV01130,Staffing,Operations,11
DE001316,SV01130,Rolling stock,Fleet,31
DE001317,SV01131,Congestion,Network,2
DE001318,SV01131,Track fault,Infrastructure,5
DE001319,SV01132,Points failure,Infrastructure,3
DE001320,SV01133,Congestion,Network,1
DE001321,SV01133,Passenger incident,External,2
DE001322,SV01134,Staffing,Operations,11
DE001323,SV01134,Passenger incident,External,9
DE001324,SV01135,Congestion,Network,21
DE001325,SV01136,Staffing,Operations,23
DE001326,SV01136,Congestion,Network,3
DE001327,SV01137,Weather,External,22
DE001328,SV01137,Weather,External,7
DE001329,SV01138,Congestion,Network,16
DE001330,SV01139,Signal failure,Infrastructure,4
DE001331,SV01139,Signal failure,Infrastructure,10
DE001332,SV01140,Passenger incident,External,5
DE001333,SV01141,Weather,External,8
DE001334,SV01141,Congestion,Network,8
DE001335,SV01142,Weather,External,38
DE001336,SV01142,Track fault,Infrastructure,10
DE001337,SV01143,Passenger incident,External,21
DE001338,SV01143,Rolling stock,Fleet,4
DE001339,SV01145,Rolling stock,Fleet,16
DE001340,SV01146,Track fault,Infrastructure,52
DE001341,SV01147,Passenger incident,External,20
DE001342,SV01147,Weather,External,2
DE001343,SV01148,Weather,External,5
DE001344,SV01148,Staffing,Operations,44
DE001345,SV01149,Rolling stock,Fleet,22
DE001346,SV01149,Staffing,Operations,2
DE001347,SV01150,Rolling stock,Fleet,28
DE001348,SV01151,Congestion,Network,2
DE001349,SV01151,Weather,External,7
DE001350,SV01152,Passenger incident,External,13
DE001351,SV01153,Staffing,Operations,25
DE001352,SV01154,Passenger incident,External,56
DE001353,SV01155,Track fault,Infrastructure,3
DE001354,SV01155,Congestion,Network,3
DE001355,SV01157,Track fault,Infrastructure,7
DE001356,SV01158,Weather,External,5
DE001357,SV01158,Points failure,Infrastructure,25
DE001358,SV01159,Track fault,Infrastructure,4
DE001359,SV01159,Passenger incident,External,43
DE001360,SV01160,Track fault,Infrastructure,4
DE001361,SV01160,Signal failure,Infrastructure,19
DE001362,SV01161,Points failure,Infrastructure,13
DE001363,SV01161,Staffing,Operations,20
DE001364,SV01162,Points failure,Infrastructure,18
DE001365,SV01163,Staffing,Operations,51
DE001366,SV01164,Points failure,Infrastructure,7
DE001367,SV01164,Signal failure,Infrastructure,49
DE001368,SV01165,Congestion,Network,40
DE001369,SV01166,Congestion,Network,35
DE001370,SV01167,Signal failure,Infrastructure,14
DE001371,SV01168,Weather,External,1
DE001372,SV01168,Congestion,Network,5
DE001373,SV01169,Weather,External,10
DE001374,SV01169,Points failure,Infrastructure,1
DE001375,SV01170,Points failure,Infrastructure,4
DE001376,SV01170,Weather,External,24
DE001377,SV01171,Passenger incident,External,14
DE001378,SV01171,Rolling stock,Fleet,38
DE001379,SV01172,Track fault,Infrastructure,13
DE001380,SV01173,Staffing,Operations,1
DE001381,SV01173,Congestion,Network,5
DE001382,SV01175,Passenger incident,External,19
DE001383,SV01176,Weather,External,1
DE001384,SV01176,Track fault,Infrastructure,3
DE001385,SV01177,Rolling stock,Fleet,10
DE001386,SV01178,Track fault,Infrastructure,5
DE001387,SV01179,Rolling stock,Fleet,1
DE001388,SV01179,Passenger incident,External,21
DE001389,SV01180,Track fault,Infrastructure,1
DE001390,SV01180,Rolling stock,Fleet,18
DE001391,SV01182,Congestion,Network,3
DE001392,SV01182,Signal failure,Infrastructure,7
DE001393,SV01183,Passenger incident,External,19
DE001394,SV01183,Signal failure,Infrastructure,4
DE001395,SV01184,Weather,External,16
DE001396,SV01184,Congestion,Network,16
DE001397,SV01185,Signal failure,Infrastructure,3
DE001398,SV01186,Weather,External,17
DE001399,SV01186,Rolling stock,Fleet,15
DE001400,SV01187,Congestion,Network,47
DE001401,SV01188,Staffing,Operations,3
DE001402,SV01189,Passenger incident,External,4
DE001403,SV01189,Track fault,Infrastructure,1
DE001404,SV01190,Passenger incident,External,2
DE001405,SV01190,Track fault,Infrastructure,2
DE001406,SV01191,Signal failure,Infrastructure,12
DE001407,SV01191,Staffing,Operations,11
DE001408,SV01192,Passenger incident,External,2
DE001409,SV01192,Staffing,Operations,12
DE001410,SV01193,Rolling stock,Fleet,10
DE001411,SV01194,Weather,External,11
DE001412,SV01194,Rolling stock,Fleet,2
DE001413,SV01195,Passenger incident,External,2
DE001414,SV01195,Weather,External,50
DE001415,SV01196,Track fault,Infrastructure,7
DE001416,SV01196,Congestion,Network,21
DE001417,SV01197,Points failure,Infrastructure,15
DE001418,SV01198,Staffing,Operations,20
DE001419,SV01199,Rolling stock,Fleet,5
DE001420,SV01199,Track fault,Infrastructure,5
DE001421,SV01200,Points failure,Infrastructure,27
DE001422,SV01200,Staffing,Operations,11
DE001423,SV00634,Weather,External,1
DE001424,SV01187,Track fault,Infrastructure,5
DE001425,SV00252,Points failure,Infrastructure,4
DE001426,SV01161,Track fault,Infrastructure,3
DE001427,SV00226,Signal failure,Infrastructure,4
DE001428,SV00302,Passenger incident,External,6
DE001429,SV00308,Staffing,Operations,5
DE001430,SV01144,Rolling stock,Fleet,3
DE001431,SV00998,Staffing,Operations,1
DE001432,SV00604,Signal failure,Infrastructure,4
DE001433,SV00084,Weather,External,3
DE001434,SV00253,Signal failure,Infrastructure,4
DE001435,SV00627,Signal failure,Infrastructure,4
DE001436,SV00722,Signal failure,Infrastructure,1
DE001437,SV00515,Rolling stock,Fleet,3
DE001438,SV00581,Rolling stock,Fleet,1
DE001439,SV00555,Rolling stock,Fleet,6
DE001440,SV00403,Points failure,Infrastructure,5
DE001441,SV00166,Staffing,Operations,2
DE001442,SV00066,Passenger incident,External,3
DE001443,SV00510,Points failure,Infrastructure,4
DE001444,SV00818,Congestion,Network,3
DE001445,SV00619,Staffing,Operations,2
DE001446,SV01155,Points failure,Infrastructure,6
DE001447,SV00661,Rolling stock,Fleet,6
DE001448,SV00409,Staffing,Operations,2
DE001449,SV00853,Weather,External,3
DE001450,SV00625,Congestion,Network,3
DE001451,SV01161,Passenger incident,External,5
DE001452,SV00376,Points failure,Infrastructure,4
DE001453,SV00197,Rolling stock,Fleet,5
DE001454,SV00906,Track fault,Infrastructure,5
DE001455,SV00733,Passenger incident,External,3
DE001456,SV00876,Passenger incident,External,4
DE001457,SV00841,Passenger incident,External,1
DE001458,SV01145,Signal failure,Infrastructure,4
DE001459,SV00182,Rolling stock,Fleet,5
DE001460,SV00620,Weather,External,5
DE001461,SV01049,Track fault,Infrastructure,2
DE001462,SV01113,Staffing,Operations,1
DE001463,SV00805,Rolling stock,Fleet,4
DE001464,SV00013,Passenger incident,External,5
DE001465,SV00943,Signal failure,Infrastructure,1
DE001466,SV00113,Staffing,Operations,6
DE001467,SV00220,Track fault,Infrastructure,5
DE001468,SV00200,Staffing,Operations,5
DE001469,SV00987,Track fault,Infrastructure,1
DE001470,SV00249,Signal failure,Infrastructure,6
DE001471,SV00420,Rolling stock,Fleet,5
DE001472,SV01015,Rolling stock,Fleet,2
DE001473,SV00317,Staffing,Operations,6
DE001474,SV00637,Signal failure,Infrastructure,4
DE001475,SV00412,Congestion,Network,1
DE001476,SV00001,Rolling stock,Fleet,5
DE001477,SV00248,Congestion,Network,2
DE001478,SV00419,Congestion,Network,4
DE001479,SV00051,Passenger incident,External,4
DE001480,SV00114,Congestion,Network,3
DE001481,SV00829,Passenger incident,External,2
DE001482,SV00482,Staffing,Operations,5
DE001483,SV00900,Congestion,Network,4
DE001484,SV00300,Signal failure,Infrastructure,2
DE001485,SV00291,Weather,External,2
DE001486,SV01048,Weather,External,4
DE001487,SV00984,Staffing,Operations,3
DE001488,SV00205,Passenger incident,External,3
DE001489,SV00564,Points failure,Infrastructure,4
DE001490,SV00220,Passenger incident,External,4
DE001491,SV00871,Rolling stock,Fleet,1
DE001492,SV00581,Passenger incident,External,1
DE001493,SV01156,Points failure,Infrastructure,1
DE001494,SV01189,Staffing,Operations,1
DE001495,SV00911,Signal failure,Infrastructure,3
DE001496,SV00286,Passenger incident,External,6
DE001497,SV00939,Staffing,Operations,1
DE001498,SV00325,Track fault,Infrastructure,5
DE001499,SV01031,Weather,External,3
DE001500,SV01076,Points failure,Infrastructure,5
DE001501,SV00129,Rolling stock,Fleet,6
DE001502,SV00311,Track fault,Infrastructure,6
DE001503,SV01154,Track fault,Infrastructure,4
DE001504,SV00287,Staffing,Operations,6
DE001505,SV00621,Points failure,Infrastructure,1
DE001506,SV00991,Points failure,Infrastructure,4
DE001507,SV00370,Staffing,Operations,2
DE001508,SV00664,Track fault,Infrastructure,5
DE001509,SV00827,Congestion,Network,1
DE001510,SV00061,Rolling stock,Fleet,2
DE001511,SV00198,Congestion,Network,4
DE001512,SV00976,Track fault,Infrastructure,2
DE001513,SV00485,Congestion,Network,2
DE001514,SV00787,Points failure,Infrastructure,1
DE001515,SV00127,Staffing,Operations,1
DE001516,SV00077,Congestion,Network,4
DE001517,SV00767,Signal failure,Infrastructure,2
DE001518,SV00658,Congestion,Network,6
DE001519,SV00921,Points failure,Infrastructure,2
DE001520,SV01176,Weather,External,2
DE001521,SV00518,Passenger incident,External,4
DE001522,SV00586,Weather,External,2
DE001523,SV00332,Points failure,Infrastructure,5
DE001524,SV00394,Congestion,Network,5
DE001525,SV00050,Congestion,Network,2
DE001526,SV00069,Rolling stock,Fleet,1
DE001527,SV00737,Points failure,Infrastructure,5
DE001528,SV01120,Congestion,Network,3
DE001529,SV00380,Passenger incident,External,2
DE001530,SV00425,Passenger incident,External,5
DE001531,SV00722,Track fault,Infrastructure,5
DE001532,SV01145,Rolling stock,Fleet,1
DE001533,SV00899,Points failure,Infrastructure,6
DE001534,SV00771,Congestion,Network,5
DE001535,SV00161,Rolling stock,Fleet,5
DE001536,SV00611,Congestion,Network,1
DE001537,SV01022,Weather,External,1
DE001538,SV01108,Track fault,Infrastructure,1
DE001539,SV00459,Staffing,Operations,3
DE001540,SV00800,Track fault,Infrastructure,1
DE001541,SV00324,Staffing,Operations,1
DE001542,SV01095,Weather,External,5
DE001543,SV01025,Staffing,Operations,4
DE001544,SV00117,Congestion,Network,5
DE001545,SV00965,Staffing,Operations,6
DE001546,SV00062,Signal failure,Infrastructure,3
DE001547,SV00864,Staffing,Operations,2
DE001548,SV00686,Signal failure,Infrastructure,2
DE001549,SV00419,Track fault,Infrastructure,6
DE001550,SV00128,Weather,External,4
DE001551,SV00150,Signal failure,Infrastructure,3
DE001552,SV00145,Points failure,Infrastructure,5
DE001553,SV00166,Passenger incident,External,2
DE001554,SV00555,Signal failure,Infrastructure,1
DE001555,SV00073,Passenger incident,External,5
DE001556,SV00462,Track fault,Infrastructure,4
DE001557,SV00979,Staffing,Operations,2
DE001558,SV00044,Signal failure,Infrastructure,1
DE001559,SV00402,Points failure,Infrastructure,6
DE001560,SV00038,Passenger incident,External,1
DE001561,SV00793,Points failure,Infrastructure,6
DE001562,SV00257,Points failure,Infrastructure,6
DE001563,SV00875,Rolling stock,Fleet,1
DE001564,SV00897,Congestion,Network,5
DE001565,SV00754,Track fault,Infrastructure,2
DE001566,SV00703,Points failure,Infrastructure,1
DE001567,SV00488,Weather,External,1
DE001568,SV00021,Weather,External,4
DE001569,SV01099,Signal failure,Infrastructure,1
DE001570,SV00512,Signal failure,Infrastructure,1
DE001571,SV00117,Rolling stock,Fleet,4
DE001572,SV00370,Staffing,Operations,1
