FleetID,Date,Status,HoursInService
FL00065,2025-06-13,In service,9.34
FL00065,2025-06-14,In service,11.85
FL00065,2025-06-15,In service,9.88
FL00065,2025-06-16,In service,11.33
FL00065,2025-06-17,In service,10.02
FL00065,2025-06-18,In service,13.41
FL00065,2025-06-19,In service,9.76
FL00065,2025-06-20,In service,15.56
FL00065,2025-06-21,In service,11.84
FL00065,2025-06-22,Under maintenance,0.0
FL00065,2025-06-23,In service,2.19
FL00065,2025-06-24,Under maintenance,0.0
FL00065,2025-06-25,In service,19.22
FL00065,2025-06-26,In service,11.73
FL00065,2025-06-27,In service,18.14
FL00065,2025-06-28,In service,11.03
FL00065,2025-06-29,In service,20.6
FL00065,2025-06-30,In service,24.55
FL00065,2025-07-01,Under maintenance,0.0
FL00065,2025-07-02,In service,22.33
FL00065,2025-07-03,In service,23.85
FL00065,2025-07-04,Under maintenance,0.0
FL00065,2025-07-05,In service,10.66
FL00065,2025-07-06,In service,21.17
FL00065,2025-07-07,In service,8.83
FL00065,2025-07-08,In service,21.61
FL00065,2025-07-09,In service,22.38
FL00065,2025-07-10,In service,11.12
FL00065,2025-07-11,Under maintenance,0.0
FL00065,2025-07-12,In service,16.01
FL00065,2025-07-13,In service,19.19
FL00065,2025-07-14,Under maintenance,0.0
FL00065,2025-07-15,In service,22.02
FL00065,2025-07-16,In service,9.54
FL00065,2025-07-17,In service,17.81
FL00065,2025-07-18,Under maintenance,0.0
FL00065,2025-07-19,In service,22.95
FL00065,2025-07-20,In service,24.97
FL00065,2025-07-21,In service,17.76
FL00065,2025-07-22,In service,26.84
FL00065,2025-07-23,Under maintenance,0.0
FL00065,2025-07-24,In service,13.21
FL00065,2025-07-25,Under maintenance,0.0
FL00065,2025-07-26,In service,13.97
FL00065,2025-07-27,In service,19.13
FL00065,2025-07-28,Under maintenance,0.0
FL00065,2025-07-29,In service,14.33
FL00065,2025-07-30,In service,20.54
FL00065,2025-07-31,In service,10.65
FL00065,2025-08-01,In service,16.68
FL00065,2025-08-02,Under maintenance,0.0
FL00065,2025-08-03,Under maintenance,0.0
FL00065,2025-08-04,In service,24.96
FL00065,2025-08-05,In service,27.22
FL00065,2025-08-06,In service,12.24
FL00065,2025-08-07,In service,0.81
FL00065,2025-08-08,In service,20.08
FL00065,2025-08-09,In service,7.17
FL00065,2025-08-10,In service,23.72
FL00065,2025-08-11,In service,21.55
FL00065,2025-08-12,In service,21.85
FL00065,2025-08-13,In service,19.88
FL00065,2025-08-14,In service,11.32
FL00065,2025-08-15,In service,19.64
FL00065,2025-08-16,In service,13.9
FL00065,2025-08-17,In service,10.37
FL00065,2025-08-18,In service,21.81
FL00065,2025-08-19,In service,9.03
FL00065,2025-08-20,In service,17.17
FL00065,2025-08-21,In service,13.55
FL00065,2025-08-22,In service,12.86
FL00065,2025-08-23,Under maintenance,0.0
FL00065,2025-08-24,In service,11.65
FL00065,2025-08-25,In service,21.37
FL00065,2025-08-26,In service,17.7
FL00065,2025-08-27,In service,10.68
FL00065,2025-08-28,In service,20.33
FL00065,2025-08-29,In service,13.37
FL00065,2025-08-30,In service,18.29
FL00065,2025-08-31,In service,14.92
FL00066,2025-06-01,In service,13.77
FL00066,2025-06-02,In service,16.23
FL00066,2025-06-03,In service,15.42
FL00066,2025-06-04,In service,12.03
FL00066,2025-06-05,In service,14.83
FL00066,2025-06-06,In service,22.3
FL00066,2025-06-07,In service,22.35
FL00066,2025-06-08,Under maintenance,0.0
FL00066,2025-06-09,In service,22.95
FL00066,2025-06-10,In service,15.21
FL00066,2025-06-11,In service,15.58
FL00066,2025-06-12,In service,12.74
FL00066,2025-06-13,In service,10.15
FL00066,2025-06-14,In service,19.39
FL00066,2025-06-15,In service,10.45
FL00066,2025-06-16,In service,10.2
FL00066,2025-06-17,In service,19.05
FL00066,2025-06-18,In service,16.81
FL00066,2025-06-19,In service,19.42
FL00066,2025-06-20,In service,12.16
FL00066,2025-06-21,In service,25.13
FL00066,2025-06-22,Under maintenance,0.0
FL00066,2025-06-23,Under maintenance,0.0
FL00066,2025-06-24,In service,11.46
FL00066,2025-06-25,In service,16.4
FL00066,2025-06-26,In service,22.85
FL00066,2025-06-27,In service,17.89
FL00066,2025-06-28,In service,16.41
FL00066,2025-06-29,In service,22.81
FL00066,2025-06-30,In service,16.95
FL00066,2025-07-01,In service,16.41
FL00066,2025-07-02,In service,17.63
FL00066,2025-07-03,In service,24.37
FL00066,2025-07-04,In service,14.87
FL00066,2025-07-05,In service,17.69
FL00066,2025-07-06,In service,15.83
FL00066,2025-07-07,In service,22.9
FL00066,2025-07-08,In service,4.43
FL00066,2025-07-09,In service,10.61
FL00066,2025-07-10,In service,23.55
FL00066,2025-07-11,In service,12.81
FL00066,2025-07-12,In service,22.68
FL00066,2025-07-13,In service,12.58
FL00066,2025-07-14,In service,14.69
FL00066,2025-07-15,In service,25.63
FL00066,2025-07-16,In service,19.94
FL00066,2025-07-17,In service,16.9
FL00066,2025-07-18,In service,18.61
FL00066,2025-07-19,In service,21.38
FL00066,2025-07-20,In service,16.61
FL00066,2025-07-21,In service,19.03
FL00066,2025-07-22,In service,28.25
FL00066,2025-07-23,In service,10.92
FL00066,2025-07-24,In service,16.85
FL00066,2025-07-25,In service,13.6
FL00066,2025-07-26,In service,11.7
FL00066,2025-07-27,In service,16.8
FL00066,2025-07-28,In service,11.79
FL00066,2025-07-29,In service,11.11
FL00066,2025-07-30,Under maintenance,0.0
FL00066,2025-07-31,In service,15.49
FL00066,2025-08-01,In service,21.13
FL00066,2025-08-02,Under maintenance,0.0
FL00066,2025-08-03,In service,15.02
FL00066,2025-08-04,In service,16.8
FL00066,2025-08-05,In service,13.08
FL00066,2025-08-06,In service,12.94
FL00066,2025-08-07,In service,17.14
FL00066,2025-08-08,In service,16.46
FL00066,2025-08-09,Under maintenance,0.0
FL00066,2025-08-10,In service,6.95
FL00066,2025-08-11,In service,22.29
FL00066,2025-08-12,In service,18.96
FL00066,2025-08-13,In service,23.4
FL00066,2025-08-14,In service,14.2
FL00066,2025-08-15,In service,14.6
FL00066,2025-08-16,In service,18.8
FL00066,2025-08-17,In service,12.53
FL00066,2025-08-18,In service,7.57
FL00066,2025-08-19,In service,22.03
FL00066,2025-08-20,In service,12.95
FL00066,2025-08-21,In service,21.84
FL00066,2025-08-22,In service,19.61
FL00066,2025-08-23,In service,18.76
FL00066,2025-08-24,In service,20.5
FL00066,2025-08-25,In service,13.98
FL00066,2025-08-26,In service,21.89
FL00066,2025-08-27,In service,28.64
FL00066,2025-08-28,In service,21.78
FL00066,2025-08-29,In service,11.36
FL00066,2025-08-30,In service,17.65
FL00066,2025-08-31,In service,10.14
FL00067,2025-06-01,In service,16.48
FL00067,2025-06-02,In service,15.4
FL00067,2025-06-03,Under maintenance,0.0
FL00067,2025-06-04,In service,11.33
FL00067,2025-06-05,In service,10.78
FL00067,2025-06-06,In service,10.11
FL00067,2025-06-07,In service,13.88
FL00067,2025-06-08,In service,13.48
FL00067,2025-06-09,In service,16.36
FL00067,2025-06-10,In service,19.93
FL00067,2025-06-11,In service,18.95
FL00067,2025-06-12,Under maintenance,0.0
FL00067,2025-06-13,In service,13.13
FL00067,2025-06-14,In service,14.03
FL00067,2025-06-15,In service,17.88
FL00067,2025-06-16,In service,10.74
FL00067,2025-06-17,In service,18.83
FL00067,2025-06-18,In service,24.96
FL00067,2025-06-19,In service,16.04
FL00067,2025-06-20,In service,22.89
FL00067,2025-06-21,In service,10.71
FL00067,2025-06-22,In service,16.94
FL00067,2025-06-23,In service,14.93
FL00067,2025-06-24,In service,17.35
FL00067,2025-06-25,In service,18.1
FL00067,2025-06-26,In service,9.3
FL00067,2025-06-27,In service,21.19
FL00067,2025-06-28,Under maintenance,0.0
FL00067,2025-06-29,In service,21.18
FL00067,2025-06-30,Under maintenance,0.0
FL00067,2025-07-01,In service,15.52
FL00067,2025-07-02,In service,15.77
FL00067,2025-07-03,In service,18.09
FL00067,2025-07-04,In service,20.93
FL00067,2025-07-05,In service,17.96
FL00067,2025-07-06,In service,20.41
FL00067,2025-07-07,Under maintenance,0.0
FL00067,2025-07-08,In service,8.41
FL00067,2025-07-09,In service,10.61
FL00067,2025-07-10,Under maintenance,0.0
FL00067,2025-07-11,In service,16.41
FL00067,2025-07-12,In service,6.29
FL00067,2025-07-13,Under maintenance,0.0
FL00067,2025-07-14,In service,17.11
FL00067,2025-07-15,In service,18.58
FL00067,2025-07-16,In service,28.29
FL00067,2025-07-17,Under maintenance,0.0
FL00067,2025-07-18,In service,14.49
FL00067,2025-07-19,In service,14.83
FL00067,2025-07-20,In service,21.33
FL00067,2025-07-21,In service,21.28
FL00067,2025-07-22,In service,17.57
FL00067,2025-07-23,In service,12.39
FL00067,2025-07-24,In service,17.55
FL00067,2025-07-25,In service,12.53
FL00067,2025-07-26,Under maintenance,0.0
FL00067,2025-07-27,In service,11.06
FL00067,2025-07-28,In service,26.03
FL00067,2025-07-29,In service,18.12
FL00067,2025-07-30,In service,15.5
FL00067,2025-07-31,In service,13.8
FL00067,2025-08-01,Under maintenance,0.0
FL00067,2025-08-02,In service,15.35
FL00067,2025-08-03,In service,13.17
FL00067,2025-08-04,In service,10.65
FL00067,2025-08-05,In service,4.1
FL00067,2025-08-06,In service,11.65
FL00067,2025-08-07,In service,23.1
FL00067,2025-08-08,In service,22.11
FL00067,2025-08-09,In service,8.14
FL00067,2025-08-10,In service,22.79
FL00067,2025-08-11,In service,17.35
FL00067,2025-08-12,In service,10.43
FL00067,2025-08-13,In service,19.4
FL00067,2025-08-14,In service,15.7
FL00067,2025-08-15,In service,13.77
FL00067,2025-08-16,Under maintenance,0.0
FL00067,2025-08-17,Under maintenance,0.0
FL00067,2025-08-18,In service,12.54
FL00067,2025-08-19,In service,16.06
FL00067,2025-08-20,In service,14.21
FL00067,2025-08-21,Under maintenance,0.0
FL00067,2025-08-22,Under maintenance,0.0
FL00067,2025-08-23,In service,13.21
FL00067,2025-08-24,Under maintenance,0.0
FL00067,2025-08-25,In service,16.23
FL00067,2025-08-26,In service,10.76
FL00067,2025-08-27,In service,15.33
FL00067,2025-08-28,In service,22.27
FL00067,2025-08-29,In service,17.93
FL00067,2025-08-30,In service,14.65
FL00067,2025-08-31,In service,26.95
FL00068,2025-06-01,In service,9.67
FL00068,2025-06-02,Under maintenance,0.0
FL00068,2025-06-03,In service,16.37
FL00068,2025-06-04,In service,14.25
FL00068,2025-06-05,In service,14.55
FL00068,2025-06-06,In service,12.37
FL00068,2025-06-07,In service,14.9
FL00068,2025-06-08,In service,26.77
FL00068,2025-06-09,In service,12.56
FL00068,2025-06-10,In service,12.54
FL00068,2025-06-11,In service,21.46
FL00068,2025-06-12,In service,17.6
FL00068,2025-06-13,In service,16.97
FL00068,2025-06-14,In service,18.5
FL00068,2025-06-15,In service,9.27
FL00068,2025-06-16,In service,12.89
FL00068,2025-06-17,In service,18.98
FL00068,2025-06-18,In service,10.71
FL00068,2025-06-19,In service,20.74
FL00068,2025-06-20,In service,16.26
FL00068,2025-06-21,In service,21.37
FL00068,2025-06-22,In service,13.97
FL00068,2025-06-23,In service,9.25
FL00068,2025-06-24,In service,17.44
FL00068,2025-06-25,In service,15.94
FL00068,2025-06-26,Under maintenance,0.0
FL00068,2025-06-27,In service,18.15
FL00068,2025-06-28,In service,12.6
FL00068,2025-06-29,Under maintenance,0.0
FL00068,2025-06-30,In service,21.79
FL00068,2025-07-01,Under maintenance,0.0
FL00068,2025-07-02,In service,16.17
FL00068,2025-07-03,In service,12.19
FL00068,2025-07-04,Under maintenance,0.0
FL00068,2025-07-05,In service,16.93
FL00068,2025-07-06,In service,18.22
FL00068,2025-07-07,Under maintenance,0.0
FL00068,2025-07-08,In service,19.52
FL00068,2025-07-09,In service,10.51
FL00068,2025-07-10,In service,23.47
FL00068,2025-07-11,In service,26.6
FL00068,2025-07-12,In service,15.54
FL00068,2025-07-13,In service,21.23
FL00068,2025-07-14,In service,18.96
FL00068,2025-07-15,Under maintenance,0.0
FL00068,2025-07-16,In service,3.24
FL00068,2025-07-17,In service,21.54
FL00068,2025-07-18,In service,10.75
FL00068,2025-07-19,In service,15.32
FL00068,2025-07-20,In service,18.74
FL00068,2025-07-21,In service,17.12
FL00068,2025-07-22,Under maintenance,0.0
FL00068,2025-07-23,In service,25.32
FL00068,2025-07-24,In service,3.77
FL00068,2025-07-25,In service,16.93
FL00068,2025-07-26,In service,17.31
FL00068,2025-07-27,Under maintenance,0.0
FL00068,2025-07-28,Under maintenance,0.0
FL00068,2025-07-29,In service,14.27
FL00068,2025-07-30,In service,6.5
FL00068,2025-07-31,In service,11.83
FL00068,2025-08-01,Under maintenance,0.0
FL00068,2025-08-02,Under maintenance,0.0
FL00068,2025-08-03,In service,11.34
FL00068,2025-08-04,In service,16.0
FL00068,2025-08-05,In service,19.84
FL00068,2025-08-06,In service,18.92
FL00068,2025-08-07,In service,10.39
FL00068,2025-08-08,In service,19.8
FL00068,2025-08-09,In service,13.37
FL00068,2025-08-10,In service,13.24
FL00068,2025-08-11,In service,4.35
FL00068,2025-08-12,In service,15.6
FL00068,2025-08-13,In service,8.27
FL00068,2025-08-14,Under maintenance,0.0
FL00068,2025-08-15,Under maintenance,0.0
FL00068,2025-08-16,In service,8.63
FL00068,2025-08-17,Under maintenance,0.0
FL00068,2025-08-18,In service,13.61
FL00068,2025-08-19,In service,13.99
FL00068,2025-08-20,Under maintenance,0.0
FL00068,2025-08-21,Under maintenance,0.0
FL00068,2025-08-22,Under maintenance,0.0
FL00068,2025-08-23,In service,16.65
FL00068,2025-08-24,In service,8.85
FL00068,2025-08-25,In service,10.95
FL00068,2025-08-26,In service,15.23
FL00068,2025-08-27,In service,14.49
FL00068,2025-08-28,In service,6.53
FL00068,2025-08-29,Under maintenance,0.0
FL00068,2025-08-30,In service,9.53
FL00068,2025-08-31,In service,20.24
FL00069,2025-06-01,In service,21.88
FL00069,2025-06-02,Under maintenance,0.0
FL00069,2025-06-03,In service,9.7
FL00069,2025-06-04,In service,17.29
FL00069,2025-06-05,Under maintenance,0.0
FL00069,2025-06-06,In service,20.11
FL00069,2025-06-07,In service,6.74
FL00069,2025-06-08,In service,23.49
FL00069,2025-06-09,In service,16.62
FL00069,2025-06-10,In service,4.58
FL00069,2025-06-11,Under maintenance,0.0
FL00069,2025-06-12,In service,17.84
FL00069,2025-06-13,In service,17.53
FL00069,2025-06-14,In service,6.04
FL00069,2025-06-15,In service,21.97
FL00069,2025-06-16,In service,23.15
FL00069,2025-06-17,In service,20.92
FL00069,2025-06-18,In service,9.35
FL00069,2025-06-19,In service,15.14
FL00069,2025-06-20,Under maintenance,0.0
FL00069,2025-06-21,In service,13.7
FL00069,2025-06-22,In service,17.98
FL00069,2025-06-23,In service,19.5
FL00069,2025-06-24,Under maintenance,0.0
FL00069,2025-06-25,In service,8.38
FL00069,2025-06-26,Under maintenance,0.0
FL00069,2025-06-27,In service,24.48
FL00069,2025-06-28,In service,15.16
FL00069,2025-06-29,In service,15.35
FL00069,2025-06-30,Under maintenance,0.0
FL00069,2025-07-01,In service,18.37
FL00069,2025-07-02,In service,13.29
FL00069,2025-07-03,In service,20.67
FL00069,2025-07-04,In service,14.24
FL00069,2025-07-05,In service,21.41
FL00069,2025-07-06,In service,11.05
FL00069,2025-07-07,In service,17.6
FL00069,2025-07-08,In service,12.15
FL00069,2025-07-09,In service,17.79
FL00069,2025-07-10,In service,9.18
FL00069,2025-07-11,In service,9.53
FL00069,2025-07-12,In service,14.19
FL00069,2025-07-13,In service,21.66
FL00069,2025-07-14,In service,8.55
FL00069,2025-07-15,In service,22.66
FL00069,2025-07-16,In service,17.79
FL00069,2025-07-17,In service,21.21
FL00069,2025-07-18,In service,16.22
FL00069,2025-07-19,In service,16.91
FL00069,2025-07-20,In service,14.94
FL00069,2025-07-21,In service,14.41
FL00069,2025-07-22,In service,19.64
FL00069,2025-07-23,In service,11.07
FL00069,2025-07-24,In service,16.12
FL00069,2025-07-25,In service,8.46
FL00069,2025-07-26,In service,9.74
FL00069,2025-07-27,Under maintenance,0.0
FL00069,2025-07-28,In service,7.7
FL00069,2025-07-29,Under maintenance,0.0
FL00069,2025-07-30,In service,14.06
FL00069,2025-07-31,In service,20.61
FL00069,2025-08-01,In service,14.89
FL00069,2025-08-02,In service,24.67
FL00069,2025-08-03,In service,22.39
FL00069,2025-08-04,In service,18.39
FL00069,2025-08-05,Under maintenance,0.0
FL00069,2025-08-06,In service,9.4
FL00069,2025-08-07,Under maintenance,0.0
FL00069,2025-08-08,In service,15.08
FL00069,2025-08-09,In service,18.69
FL00069,2025-08-10,In service,20.91
FL00069,2025-08-11,In service,20.88
FL00069,2025-08-12,In service,19.75
FL00069,2025-08-13,In service,6.16
FL00069,2025-08-14,In service,11.24
FL00069,2025-08-15,In service,19.9
FL00069,2025-08-16,In service,13.23
FL00069,2025-08-17,In service,17.5
FL00069,2025-08-18,In service,25.07
FL00069,2025-08-19,In service,13.01
FL00069,2025-08-20,In service,21.29
FL00069,2025-08-21,In service,17.77
FL00069,2025-08-22,In service,27.68
FL00069,2025-08-23,In service,17.79
FL00069,2025-08-24,Under maintenance,0.0
FL00069,2025-08-25,In service,25.19
FL00069,2025-08-26,In service,13.71
FL00069,2025-08-27,Under maintenance,0.0
FL00069,2025-08-28,In service,14.1
FL00069,2025-08-29,Under maintenance,0.0
FL00069,2025-08-30,In service,16.13
FL00069,2025-08-31,In service,15.04
FL00070,2025-06-01,Under maintenance,0.0
FL00070,2025-06-02,In service,23.22
FL00070,2025-06-03,In service,19.27
FL00070,2025-06-04,Under maintenance,0.0
FL00070,2025-06-05,In service,13.45
FL00070,2025-06-06,In service,11.96
FL00070,2025-06-07,In service,21.06
FL00070,2025-06-08,In service,13.26
FL00070,2025-06-09,In service,15.31
FL00070,2025-06-10,In service,12.07
FL00070,2025-06-11,In service,16.13
FL00070,2025-06-12,In service,10.09
FL00070,2025-06-13,Under maintenance,0.0
FL00070,2025-06-14,In service,13.5
FL00070,2025-06-15,In service,11.53
FL00070,2025-06-16,In service,23.31
FL00070,2025-06-17,In service,13.64
FL00070,2025-06-18,In service,16.75
FL00070,2025-06-19,In service,19.11
FL00070,2025-06-20,Under maintenance,0.0
FL00070,2025-06-21,In service,10.91
FL00070,2025-06-22,In service,14.47
FL00070,2025-06-23,In service,10.06
FL00070,2025-06-24,In service,13.71
FL00070,2025-06-25,In service,14.08
FL00070,2025-06-26,Under maintenance,0.0
FL00070,2025-06-27,In service,11.01
FL00070,2025-06-28,In service,11.91
FL00070,2025-06-29,In service,17.71
FL00070,2025-06-30,In service,22.2
FL00070,2025-07-01,In service,14.84
FL00070,2025-07-02,In service,16.34
FL00070,2025-07-03,In service,18.69
FL00070,2025-07-04,In service,11.98
FL00070,2025-07-05,In service,18.19
FL00070,2025-07-06,In service,25.2
FL00070,2025-07-07,In service,11.12
FL00070,2025-07-08,In service,17.85
FL00070,2025-07-09,In service,16.37
FL00070,2025-07-10,In service,10.9
FL00070,2025-07-11,In service,20.44
FL00070,2025-07-12,In service,12.97
FL00070,2025-07-13,In service,10.37
FL00070,2025-07-14,In service,13.3
FL00070,2025-07-15,Under maintenance,0.0
FL00070,2025-07-16,In service,19.41
FL00070,2025-07-17,In service,21.46
FL00070,2025-07-18,In service,10.71
FL00070,2025-07-19,Under maintenance,0.0
FL00070,2025-07-20,In service,15.21
FL00070,2025-07-21,Under maintenance,0.0
FL00070,2025-07-22,Under maintenance,0.0
FL00070,2025-07-23,In service,13.77
FL00070,2025-07-24,Under maintenance,0.0
FL00070,2025-07-25,Under maintenance,0.0
FL00070,2025-07-26,In service,14.16
FL00070,2025-07-27,In service,17.29
FL00070,2025-07-28,Under maintenance,0.0
FL00070,2025-07-29,In service,14.5
FL00070,2025-07-30,In service,15.58
FL00070,2025-07-31,Under maintenance,0.0
FL00070,2025-08-01,In service,15.85
FL00070,2025-08-02,In service,7.18
FL00070,2025-08-03,In service,10.95
FL00070,2025-08-04,In service,11.03
FL00070,2025-08-05,In service,22.98
FL00070,2025-08-06,In service,16.85
FL00070,2025-08-07,In service,12.99
FL00070,2025-08-08,In service,16.08
FL00070,2025-08-09,In service,22.5
FL00070,2025-08-10,In service,17.49
FL00070,2025-08-11,In service,22.28
FL00070,2025-08-12,In service,22.49
FL00070,2025-08-13,Under maintenance,0.0
FL00070,2025-08-14,In service,14.44
FL00070,2025-08-15,In service,16.45
FL00070,2025-08-16,In service,12.7
FL00070,2025-08-17,In service,20.34
FL00070,2025-08-18,In service,17.02
FL00070,2025-08-19,In service,20.62
FL00070,2025-08-20,Under maintenance,0.0
FL00070,2025-08-21,In service,18.73
FL00070,2025-08-22,Under maintenance,0.0
FL00070,2025-08-23,In service,16.81
FL00070,2025-08-24,In service,14.73
FL00070,2025-08-25,In service,7.97
FL00070,2025-08-26,In service,11.44
FL00070,2025-08-27,In service,23.81
FL00070,2025-08-28,Under maintenance,0.0
FL00070,2025-08-29,Under maintenance,0.0
FL00070,2025-08-30,In service,15.21
FL00070,2025-08-31,In service,14.89
FL00071,2025-06-01,In service,30.39
FL00071,2025-06-02,In service,21.04
FL00071,2025-06-03,In service,15.39
FL00071,2025-06-04,In service,12.31
FL00071,2025-06-05,In service,21.95
FL00071,2025-06-06,In service,14.26
FL00071,2025-06-07,In service,16.08
FL00071,2025-06-08,In service,16.6
FL00071,2025-06-09,Under maintenance,0.0
FL00071,2025-06-10,In service,14.11
FL00071,2025-06-11,In service,13.87
FL00071,2025-06-12,In service,15.19
FL00071,2025-06-13,In service,11.21
FL00071,2025-06-14,Under maintenance,0.0
FL00071,2025-06-15,Under maintenance,0.0
FL00071,2025-06-16,In service,16.66
FL00071,2025-06-17,In service,17.53
FL00071,2025-06-18,In service,14.06
FL00071,2025-06-19,In service,9.54
FL00071,2025-06-20,In service,21.52
FL00071,2025-06-21,In service,18.57
FL00071,2025-06-22,In service,13.24
FL00071,2025-06-23,In service,22.49
FL00071,2025-06-24,Under maintenance,0.0
FL00071,2025-06-25,Under maintenance,0.0
FL00071,2025-06-26,In service,12.95
FL00071,2025-06-27,In service,15.12
FL00071,2025-06-28,Under maintenance,0.0
FL00071,2025-06-29,In service,16.87
FL00071,2025-06-30,In service,11.15
FL00071,2025-07-01,In service,25.3
FL00071,2025-07-02,In service,10.43
FL00071,2025-07-03,In service,17.0
FL00071,2025-07-04,In service,11.25
FL00071,2025-07-05,In service,20.25
FL00071,2025-07-06,In service,19.76
FL00071,2025-07-07,Under maintenance,0.0
FL00071,2025-07-08,Under maintenance,0.0
FL00071,2025-07-09,In service,18.72
FL00071,2025-07-10,In service,8.58
FL00071,2025-07-11,In service,22.43
FL00071,2025-07-12,In service,18.23
FL00071,2025-07-13,In service,18.94
FL00071,2025-07-14,Under maintenance,0.0
FL00071,2025-07-15,In service,10.7
FL00071,2025-07-16,In service,16.3
FL00071,2025-07-17,Under maintenance,0.0
FL00071,2025-07-18,In service,14.69
FL00071,2025-07-19,Under maintenance,0.0
FL00071,2025-07-20,In service,5.64
FL00071,2025-07-21,In service,15.32
FL00071,2025-07-22,Under maintenance,0.0
FL00071,2025-07-23,In service,24.95
FL00071,2025-07-24,Under maintenance,0.0
FL00071,2025-07-25,Under maintenance,0.0
FL00071,2025-07-26,In service,17.13
FL00071,2025-07-27,In service,13.2
FL00071,2025-07-28,In service,29.83
FL00071,2025-07-29,In service,24.14
FL00071,2025-07-30,In service,13.13
FL00071,2025-07-31,In service,18.97
FL00071,2025-08-01,In service,17.61
FL00071,2025-08-02,Under maintenance,0.0
FL00071,2025-08-03,Under maintenance,0.0
FL00071,2025-08-04,In service,13.56
FL00071,2025-08-05,Under maintenance,0.0
FL00071,2025-08-06,In service,23.03
FL00071,2025-08-07,In service,28.86
FL00071,2025-08-08,In service,9.11
FL00071,2025-08-09,In service,18.33
FL00071,2025-08-10,In service,9.0
FL00071,2025-08-11,Under maintenance,0.0
FL00071,2025-08-12,In service,21.52
FL00071,2025-08-13,In service,17.56
FL00071,2025-08-14,In service,11.12
FL00071,2025-08-15,In service,13.47
FL00071,2025-08-16,In service,21.73
FL00071,2025-08-17,Under maintenance,0.0
FL00071,2025-08-18,In service,2.42
FL00071,2025-08-19,In service,13.01
FL00071,2025-08-20,Under maintenance,0.0
FL00071,2025-08-21,In service,18.0
FL00071,2025-08-22,In service,14.25
FL00071,2025-08-23,In service,14.45
FL00071,2025-08-24,In service,16.08
FL00071,2025-08-25,Under maintenance,0.0
FL00071,2025-08-26,Under maintenance,0.0
FL00071,2025-08-27,In service,17.6
FL00071,2025-08-28,In service,15.23
FL00071,2025-08-29,In service,27.00
FL00071,2025-08-30,In service,11.72
FL00071,2025-08-31,Under maintenance,0.0
FL00072,2025-06-01,In service,15.74
FL00072,2025-06-02,In service,14.35
FL00072,2025-06-03,In service,7.65
FL00072,2025-06-04,In service,20.72
FL00072,2025-06-05,In service,16.12
FL00072,2025-06-06,In service,20.57
FL00072,2025-06-07,In service,17.82
FL00072,2025-06-08,Under maintenance,0.0
FL00072,2025-06-09,In service,19.61
FL00072,2025-06-10,In service,20.41
FL00072,2025-06-11,In service,25.43
FL00072,2025-06-12,In service,16.86
FL00072,2025-06-13,Under maintenance,0.0
FL00072,2025-06-14,In service,11.17
FL00072,2025-06-15,In service,15.4
FL00072,2025-06-16,In service,20.48
FL00072,2025-06-17,In service,14.32
FL00072,2025-06-18,Under maintenance,0.0
FL00072,2025-06-19,In service,16.26
FL00072,2025-06-20,In service,25.77
FL00072,2025-06-21,In service,21.21
FL00072,2025-06-22,In service,23.26
FL00072,2025-06-23,In service,11.92
FL00072,2025-06-24,Under maintenance,0.0
FL00072,2025-06-25,Under maintenance,0.0
FL00072,2025-06-26,In service,16.46
FL00072,2025-06-27,In service,19.47
FL00072,2025-06-28,Under maintenance,0.0
FL00072,2025-06-29,In service,13.35
FL00072,2025-06-30,In service,11.82
FL00072,2025-07-01,In service,9.18
FL00072,2025-07-02,In service,16.13
FL00072,2025-07-03,In service,10.51
FL00072,2025-07-04,In service,13.63
FL00072,2025-07-05,Under maintenance,0.0
FL00072,2025-07-06,In service,17.28
FL00072,2025-07-07,Under maintenance,0.0
FL00072,2025-07-08,In service,16.92
FL00072,2025-07-09,In service,10.84
FL00072,2025-07-10,In service,8.41
FL00072,2025-07-11,In service,14.38
FL00072,2025-07-12,In service,16.54
FL00072,2025-07-13,Under maintenance,0.0
FL00072,2025-07-14,Under maintenance,0.0
FL00072,2025-07-15,In service,19.48
FL00072,2025-07-16,In service,11.7
FL00072,2025-07-17,In service,18.81
FL00072,2025-07-18,In service,18.03
FL00072,2025-07-19,Under maintenance,0.0
FL00072,2025-07-20,In service,10.64
FL00072,2025-07-21,In service,23.3
FL00072,2025-07-22,In service,15.22
FL00072,2025-07-23,In service,16.89
FL00072,2025-07-24,In service,14.43
FL00072,2025-07-25,In service,19.03
FL00072,2025-07-26,In service,21.27
FL00072,2025-07-27,Under maintenance,0.0
FL00072,2025-07-28,In service,11.04
FL00072,2025-07-29,In service,13.47
FL00072,2025-07-30,Under maintenance,0.0
FL00072,2025-07-31,In service,14.99
FL00072,2025-08-01,Under maintenance,0.0
FL00072,2025-08-02,In service,22.75
FL00072,2025-08-03,Under maintenance,0.0
FL00072,2025-08-04,Under maintenance,0.0
FL00072,2025-08-05,In service,21.72
FL00072,2025-08-06,In service,21.25
FL00072,2025-08-07,In service,13.25
FL00072,2025-08-08,Under maintenance,0.0
FL00072,2025-08-09,In service,12.35
FL00072,2025-08-10,Under maintenance,0.0
FL00072,2025-08-11,In service,9.27
FL00072,2025-08-12,In service,10.96
FL00072,2025-08-13,In service,16.36
FL00072,2025-08-14,In service,20.18
FL00072,2025-08-15,In service,20.96
FL00072,2025-08-16,Under maintenance,0.0
